Age,Gender,Occupation,Annual_Income_USD,Marital_Status,Has_Children,Hotel_Stay_Frequency,Preferred_Hotel_Type,Typical_Length_of_Stay,Stay_Reason,Comfort_With_Smart_Features,WiFi_Importance,Mobile_Checkin_Usage,Allow_Data_For_Personalization,Valued_Aspects,Smart_Features_Desired,Common_Challenges,Average_Spend_Per_Night,Willingness_To_Pay_Extra,Would_Recommend_AI_Hotel,AI_Preference_Score,Willing_To_Stay_At_IntelliStay,Willing_To_Share_Preferences
59,Female,Working Professional,1647,Married,No,More than 10,Airbnb,2–3 nights,Event,Yes,Somewhat Important,Sometimes,No,Technology,"Smart Lighting, Mood Music, Smart Mirror","Poor Wi-Fi, Lack of personalization, Long check-in times",109,$5–$10,Yes,7,Yes,Yes
33,Male,Working Professional,21186,Single,No,1–2,Boutique,7+ nights,Business,Yes,Not Important,Always,No,Cleanliness,AI Concierge,"Poor Wi-Fi, Long check-in times, Lack of personalization",166,< $5,Yes,6,Yes,Yes
38,Male,Working Professional,5574,Single,Yes,3–5,Airbnb,2–3 nights,Transit,Yes,Not Important,Always,Yes,"Staff Friendliness, Technology, Food Quality",Mood Music,Long check-in times,168,$5–$10,Yes,3,Yes,Yes
34,Male,Working Professional,907,Married,No,6–10,Boutique,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,"Cleanliness, Privacy","Smart Mirror, Personalized Room Temperature, AI Concierge","Long check-in times, Lack of personalization, Poor Wi-Fi",178,$20+,Yes,5,Yes,Yes
23,Male,Student,17878,Married,Yes,3–5,Boutique,4–6 nights,Other,No,Very Important,Never,Yes,"Technology, Privacy",Smart Mirror,"Poor Wi-Fi, Noisy rooms",114,$5–$10,Yes,9,Yes,Yes
46,Female,Working Professional,61250,Married,Yes,1–2,Boutique,2–3 nights,Leisure,Yes,Very Important,Always,No,"Cleanliness, Staff Friendliness",Mood Music,Lack of personalization,103,$10–$20,Yes,6,Yes,Yes
42,Non-Binary,Other,33405,Married,Yes,3–5,Business,2–3 nights,Business,Yes,Very Important,Always,Yes,"Technology, Ambience","Personalized Room Temperature, Smart Mirror, Mood Music",Lack of personalization,156,$20+,Yes,9,Yes,Yes
42,Male,Working Professional,15003,Married,Yes,3–5,Luxury,2–3 nights,Event,Yes,Very Important,Never,Yes,"Food Quality, Privacy, Cleanliness","AI Concierge, Smart Mirror, Mood Music","Long check-in times, Poor Wi-Fi, Other",178,$10–$20,No,9,Yes,Yes
25,Male,Student,42492,Single,Yes,More than 10,Business,2–3 nights,Event,No,Very Important,Always,Yes,"Food Quality, Staff Friendliness, Privacy",Mood Music,"Long check-in times, Lack of personalization",124,$10–$20,Yes,8,No,Yes
49,Female,Student,10559,Single,No,6–10,Luxury,2–3 nights,Business,Yes,Very Important,Never,Yes,"Food Quality, Technology",Smart Mirror,"Poor Wi-Fi, Lack of personalization, Other",195,$20+,Yes,6,No,Yes
20,Non-Binary,Working Professional,579,Single,Yes,3–5,Airbnb,2–3 nights,Other,No,Somewhat Important,Always,No,"Staff Friendliness, Cleanliness",Mood Music,Noisy rooms,155,< $5,Yes,9,Yes,Yes
40,Male,Working Professional,57816,Single,Yes,More than 10,Budget,2–3 nights,Other,No,Very Important,Never,Yes,Cleanliness,AI Concierge,"Long check-in times, Lack of personalization",91,$10–$20,Yes,7,Yes,Yes
56,Female,Student,39099,Widowed,Yes,3–5,Airbnb,2–3 nights,Transit,No,Very Important,Sometimes,No,"Cleanliness, Staff Friendliness, Technology","Smart Mirror, Smart Lighting, Personalized Room Temperature",Long check-in times,97,$5–$10,Yes,7,Yes,Yes
25,Male,Entrepreneur,57470,Married,No,1–2,Business,1 night,Other,Yes,Somewhat Important,Never,Yes,"Staff Friendliness, Privacy, Cleanliness","Smart Mirror, Mood Music","Other, Long check-in times",117,$5–$10,Yes,5,No,Yes
29,Male,Working Professional,1588,Married,No,1–2,Business,1 night,Transit,Yes,Very Important,Sometimes,Yes,Ambience,Personalized Room Temperature,Poor Wi-Fi,41,$5–$10,Yes,6,No,No
35,Prefer not to say,Working Professional,72589,Single,No,3–5,Luxury,2–3 nights,Event,Yes,Very Important,Sometimes,No,"Privacy, Staff Friendliness",Personalized Room Temperature,Other,92,< $5,Yes,5,Yes,Yes
29,Prefer not to say,Retired,38653,Single,No,1–2,Business,7+ nights,Business,Yes,Somewhat Important,Always,Yes,"Staff Friendliness, Food Quality","Smart Lighting, Personalized Room Temperature",Long check-in times,177,$5–$10,Yes,9,Yes,Yes
19,Male,Working Professional,33149,Single,No,More than 10,Boutique,2–3 nights,Other,Yes,Very Important,Always,No,"Ambience, Cleanliness, Staff Friendliness","Personalized Room Temperature, Smart Lighting, Smart Mirror",Other,187,< $5,Yes,10,Yes,No
35,Prefer not to say,Other,39192,Single,Yes,6–10,Business,2–3 nights,Transit,Yes,Somewhat Important,Sometimes,Yes,"Technology, Ambience, Cleanliness","Mood Music, Personalized Room Temperature","Noisy rooms, Lack of personalization, Poor Wi-Fi",134,< $5,No,9,Yes,Yes
24,Female,Working Professional,79931,Single,No,1–2,Luxury,2–3 nights,Event,Yes,Not Important,Sometimes,Yes,"Staff Friendliness, Food Quality, Cleanliness","AI Concierge, Mood Music",Lack of personalization,142,$5–$10,Yes,7,No,Yes
39,Female,Retired,35366,Married,No,3–5,Luxury,1 night,Other,No,Very Important,Never,Yes,"Staff Friendliness, Ambience","Mood Music, AI Concierge","Long check-in times, Other",104,$10–$20,Yes,6,Yes,Yes
25,Female,Working Professional,34790,Married,No,6–10,Boutique,1 night,Leisure,Yes,Very Important,Sometimes,No,"Ambience, Food Quality, Privacy","AI Concierge, Smart Mirror","Noisy rooms, Other",87,< $5,No,8,No,No
50,Female,Entrepreneur,187020,Married,Yes,More than 10,Luxury,2–3 nights,Event,Yes,Very Important,Never,No,Food Quality,"Personalized Room Temperature, AI Concierge",Lack of personalization,148,$5–$10,No,6,Yes,Yes
27,Female,Other,56543,Married,No,6–10,Budget,1 night,Other,No,Very Important,Sometimes,Yes,"Staff Friendliness, Food Quality, Cleanliness","Smart Mirror, Mood Music, Personalized Room Temperature","Noisy rooms, Long check-in times",98,$10–$20,Yes,7,Yes,Yes
31,Female,Working Professional,23356,Divorced,Yes,3–5,Airbnb,1 night,Event,No,Somewhat Important,Never,Yes,"Cleanliness, Staff Friendliness, Technology","Smart Lighting, Mood Music, Personalized Room Temperature","Other, Long check-in times",204,< $5,Yes,5,Yes,Yes
43,Male,Other,49157,Single,No,6–10,Business,4–6 nights,Business,No,Very Important,Never,Yes,Technology,AI Concierge,"Noisy rooms, Lack of personalization",140,$20+,Yes,8,Yes,Yes
22,Male,Working Professional,19721,Single,No,3–5,Budget,1 night,Business,No,Very Important,Sometimes,Yes,"Food Quality, Cleanliness",Smart Mirror,"Noisy rooms, Other",142,$20+,Yes,8,Yes,Yes
37,Male,Working Professional,10396,Single,Yes,3–5,Business,2–3 nights,Business,No,Very Important,Never,Yes,"Food Quality, Privacy, Ambience","Personalized Room Temperature, AI Concierge, Mood Music",Noisy rooms,67,$5–$10,Yes,9,Yes,Yes
48,Female,Working Professional,36338,Married,No,1–2,Budget,2–3 nights,Leisure,Yes,Somewhat Important,Never,Yes,"Staff Friendliness, Technology, Food Quality","Mood Music, AI Concierge",Other,30,$20+,Yes,8,No,Yes
18,Male,Working Professional,105344,Widowed,Yes,1–2,Business,2–3 nights,Business,Yes,Very Important,Always,No,Staff Friendliness,Personalized Room Temperature,"Noisy rooms, Lack of personalization",142,$10–$20,Yes,8,No,Yes
36,Female,Working Professional,105881,Single,No,3–5,Boutique,2–3 nights,Leisure,Yes,Very Important,Sometimes,Yes,"Privacy, Cleanliness","Mood Music, AI Concierge",Long check-in times,95,$5–$10,Yes,5,Yes,No
37,Prefer not to say,Working Professional,16736,Divorced,No,1–2,Luxury,2–3 nights,Business,Yes,Very Important,Always,No,Cleanliness,"Smart Lighting, Mood Music, Personalized Room Temperature",Noisy rooms,169,$10–$20,Yes,5,Yes,Yes
42,Male,Working Professional,30003,Married,Yes,1–2,Luxury,2–3 nights,Event,Yes,Very Important,Never,Yes,Staff Friendliness,Mood Music,"Poor Wi-Fi, Noisy rooms, Other",74,$10–$20,Yes,8,Yes,Yes
22,Female,Entrepreneur,9511,Single,Yes,6–10,Boutique,4–6 nights,Other,Yes,Somewhat Important,Always,Yes,"Cleanliness, Technology","AI Concierge, Mood Music, Smart Lighting","Poor Wi-Fi, Noisy rooms",93,$10–$20,Yes,9,Yes,Yes
21,Male,Entrepreneur,217329,Single,No,1–2,Budget,4–6 nights,Other,Yes,Very Important,Always,No,"Food Quality, Cleanliness, Ambience","Smart Lighting, Mood Music, Smart Mirror","Long check-in times, Lack of personalization",175,$10–$20,Yes,6,No,Yes
40,Female,Working Professional,158781,Married,Yes,3–5,Airbnb,1 night,Business,Yes,Very Important,Sometimes,Yes,"Cleanliness, Staff Friendliness","Mood Music, Smart Mirror","Long check-in times, Poor Wi-Fi, Noisy rooms",141,$5–$10,Yes,7,Yes,Yes
37,Male,Working Professional,41936,Widowed,Yes,3–5,Budget,1 night,Other,Yes,Not Important,Sometimes,No,"Food Quality, Ambience, Technology","Smart Mirror, Personalized Room Temperature, Smart Lighting","Poor Wi-Fi, Lack of personalization",69,$20+,Yes,7,No,Yes
37,Female,Working Professional,65270,Single,Yes,More than 10,Luxury,4–6 nights,Business,No,Very Important,Never,No,"Technology, Privacy, Food Quality","AI Concierge, Smart Lighting","Long check-in times, Other",121,$20+,No,3,Yes,Yes
38,Female,Working Professional,50224,Married,No,3–5,Airbnb,2–3 nights,Business,Yes,Very Important,Never,Yes,"Cleanliness, Privacy, Food Quality","AI Concierge, Smart Mirror, Smart Lighting",Noisy rooms,215,$10–$20,Yes,7,Yes,Yes
28,Non-Binary,Student,35973,Single,No,1–2,Business,2–3 nights,Transit,No,Very Important,Sometimes,Yes,Privacy,AI Concierge,"Noisy rooms, Lack of personalization, Long check-in times",127,< $5,No,6,Yes,Yes
37,Female,Working Professional,2192,Married,Yes,3–5,Airbnb,2–3 nights,Transit,Yes,Very Important,Always,Yes,"Technology, Cleanliness, Staff Friendliness","Smart Mirror, Smart Lighting, AI Concierge",Lack of personalization,112,$5–$10,Yes,8,No,Yes
37,Female,Working Professional,24261,Married,Yes,6–10,Budget,1 night,Transit,No,Somewhat Important,Sometimes,Yes,Ambience,Personalized Room Temperature,Lack of personalization,164,$10–$20,No,7,Yes,Yes
27,Female,Other,44930,Married,Yes,More than 10,Boutique,2–3 nights,Leisure,No,Very Important,Sometimes,Yes,"Ambience, Privacy","Personalized Room Temperature, Smart Lighting, AI Concierge",Poor Wi-Fi,137,$20+,Yes,7,No,Yes
53,Female,Working Professional,45270,Married,Yes,3–5,Business,2–3 nights,Transit,Yes,Very Important,Sometimes,Yes,Staff Friendliness,"Smart Lighting, AI Concierge","Other, Lack of personalization, Noisy rooms",192,$20+,Yes,7,Yes,Yes
39,Female,Working Professional,18680,Married,No,3–5,Budget,2–3 nights,Business,Yes,Not Important,Sometimes,Yes,"Food Quality, Staff Friendliness","AI Concierge, Personalized Room Temperature","Poor Wi-Fi, Noisy rooms",157,$20+,Yes,6,Yes,Yes
23,Male,Working Professional,113680,Divorced,No,More than 10,Business,2–3 nights,Event,Yes,Somewhat Important,Sometimes,Yes,"Cleanliness, Food Quality","Mood Music, AI Concierge, Personalized Room Temperature","Long check-in times, Other",165,$5–$10,Yes,4,Yes,No
41,Non-Binary,Working Professional,7326,Single,Yes,1–2,Airbnb,4–6 nights,Transit,No,Not Important,Sometimes,Yes,Food Quality,"Mood Music, AI Concierge, Smart Mirror","Poor Wi-Fi, Long check-in times",194,$20+,Yes,9,Yes,Yes
25,Female,Working Professional,27754,Married,Yes,3–5,Luxury,2–3 nights,Transit,No,Very Important,Sometimes,Yes,Technology,Smart Lighting,Other,105,< $5,Yes,6,Yes,Yes
42,Female,Working Professional,46961,Single,Yes,3–5,Budget,1 night,Event,No,Very Important,Sometimes,Yes,"Staff Friendliness, Privacy, Cleanliness","AI Concierge, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi, Noisy rooms",90,$5–$10,Yes,6,Yes,Yes
46,Male,Working Professional,47778,Married,No,1–2,Boutique,2–3 nights,Business,Yes,Very Important,Never,Yes,Technology,Mood Music,"Lack of personalization, Other, Long check-in times",52,< $5,No,7,Yes,Yes
26,Female,Working Professional,41837,Married,No,3–5,Airbnb,4–6 nights,Leisure,Yes,Very Important,Sometimes,Yes,Cleanliness,Smart Mirror,"Long check-in times, Other",109,$20+,Yes,5,Yes,Yes
44,Male,Other,12879,Married,No,1–2,Budget,4–6 nights,Transit,No,Very Important,Always,Yes,"Staff Friendliness, Food Quality",AI Concierge,Long check-in times,54,$20+,Yes,6,Yes,Yes
39,Female,Retired,6793,Married,Yes,3–5,Boutique,2–3 nights,Event,Yes,Somewhat Important,Never,Yes,Cleanliness,Smart Mirror,Other,138,$5–$10,Yes,10,Yes,Yes
43,Male,Working Professional,40417,Widowed,Yes,More than 10,Budget,1 night,Business,Yes,Very Important,Sometimes,Yes,Staff Friendliness,"Mood Music, AI Concierge, Smart Mirror",Long check-in times,89,$5–$10,Yes,8,Yes,No
53,Female,Working Professional,36581,Single,Yes,1–2,Airbnb,4–6 nights,Other,Yes,Very Important,Always,No,Staff Friendliness,"Smart Mirror, Smart Lighting",Lack of personalization,168,$20+,Yes,5,No,No
32,Prefer not to say,Working Professional,7906,Married,Yes,6–10,Budget,2–3 nights,Leisure,No,Very Important,Sometimes,Yes,Food Quality,"Mood Music, AI Concierge, Smart Lighting","Lack of personalization, Noisy rooms",158,$5–$10,No,3,Yes,Yes
27,Male,Working Professional,48850,Single,No,1–2,Business,1 night,Event,Yes,Very Important,Sometimes,Yes,"Cleanliness, Technology",Smart Lighting,"Long check-in times, Other",100,$5–$10,Yes,9,Yes,Yes
26,Prefer not to say,Working Professional,24291,Single,No,3–5,Airbnb,2–3 nights,Event,Yes,Very Important,Never,No,Food Quality,AI Concierge,"Other, Long check-in times, Poor Wi-Fi",168,$5–$10,Yes,5,Yes,Yes
26,Male,Student,44075,Single,No,1–2,Budget,2–3 nights,Event,Yes,Very Important,Sometimes,No,Cleanliness,"Mood Music, Personalized Room Temperature",Lack of personalization,127,$10–$20,Yes,6,Yes,Yes
34,Female,Working Professional,72650,Divorced,No,More than 10,Luxury,2–3 nights,Transit,No,Somewhat Important,Sometimes,Yes,"Privacy, Technology","Smart Lighting, AI Concierge","Other, Noisy rooms",31,$20+,Yes,6,Yes,Yes
38,Female,Working Professional,7440,Divorced,Yes,6–10,Budget,2–3 nights,Other,Yes,Very Important,Always,Yes,Ambience,"Personalized Room Temperature, Smart Lighting, Smart Mirror","Lack of personalization, Poor Wi-Fi, Other",70,$5–$10,Yes,5,Yes,Yes
37,Female,Working Professional,773,Divorced,No,3–5,Business,2–3 nights,Leisure,Yes,Not Important,Sometimes,Yes,"Staff Friendliness, Ambience, Technology","Smart Mirror, AI Concierge, Personalized Room Temperature",Noisy rooms,83,< $5,Yes,7,Yes,No
43,Female,Other,60402,Widowed,Yes,6–10,Boutique,7+ nights,Business,Yes,Somewhat Important,Never,Yes,"Food Quality, Staff Friendliness","Mood Music, Personalized Room Temperature, Smart Lighting",Long check-in times,120,< $5,Yes,6,Yes,Yes
35,Female,Retired,37633,Single,Yes,3–5,Boutique,4–6 nights,Business,No,Very Important,Never,No,Privacy,Smart Mirror,Other,98,< $5,No,8,Yes,Yes
49,Male,Entrepreneur,48110,Single,No,More than 10,Boutique,7+ nights,Other,No,Somewhat Important,Always,Yes,Food Quality,AI Concierge,"Poor Wi-Fi, Long check-in times, Noisy rooms",93,$5–$10,Yes,7,Yes,Yes
32,Male,Working Professional,72844,Married,Yes,6–10,Luxury,7+ nights,Event,No,Not Important,Always,No,"Food Quality, Staff Friendliness",Personalized Room Temperature,"Noisy rooms, Poor Wi-Fi, Other",149,$20+,Yes,10,Yes,Yes
62,Female,Retired,64943,Married,No,More than 10,Business,1 night,Event,Yes,Somewhat Important,Sometimes,Yes,Ambience,"Mood Music, Smart Lighting",Other,159,$10–$20,Yes,10,Yes,Yes
41,Female,Working Professional,129685,Married,Yes,3–5,Airbnb,2–3 nights,Event,No,Very Important,Sometimes,No,"Technology, Staff Friendliness","Mood Music, Personalized Room Temperature, Smart Lighting","Lack of personalization, Poor Wi-Fi, Long check-in times",89,$20+,Yes,5,Yes,Yes
26,Female,Entrepreneur,30709,Single,No,1–2,Boutique,2–3 nights,Event,Yes,Very Important,Sometimes,Yes,"Food Quality, Technology","Smart Lighting, AI Concierge","Lack of personalization, Poor Wi-Fi, Noisy rooms",77,$20+,Yes,6,No,Yes
24,Female,Working Professional,26815,Married,No,3–5,Business,4–6 nights,Event,Yes,Very Important,Sometimes,Yes,"Ambience, Cleanliness","AI Concierge, Smart Mirror, Personalized Room Temperature",Other,183,$5–$10,Yes,10,Yes,Yes
39,Male,Entrepreneur,20559,Married,Yes,1–2,Budget,2–3 nights,Other,Yes,Somewhat Important,Sometimes,Yes,Technology,"Smart Lighting, Personalized Room Temperature",Noisy rooms,256,$5–$10,Yes,5,Yes,Yes
32,Female,Working Professional,6674,Single,No,3–5,Luxury,7+ nights,Transit,Yes,Very Important,Never,Yes,"Ambience, Staff Friendliness, Technology",Smart Lighting,"Long check-in times, Noisy rooms",72,$10–$20,Yes,9,No,Yes
42,Male,Retired,34002,Married,Yes,3–5,Business,2–3 nights,Leisure,No,Very Important,Sometimes,Yes,"Privacy, Cleanliness","AI Concierge, Personalized Room Temperature",Lack of personalization,164,< $5,No,8,No,No
39,Female,Retired,12974,Married,No,3–5,Business,4–6 nights,Event,Yes,Somewhat Important,Always,No,"Food Quality, Ambience","Smart Lighting, Personalized Room Temperature, Mood Music","Lack of personalization, Long check-in times",113,$10–$20,Yes,5,Yes,Yes
34,Male,Working Professional,101688,Married,No,1–2,Airbnb,1 night,Transit,Yes,Very Important,Sometimes,Yes,Ambience,"AI Concierge, Mood Music","Noisy rooms, Lack of personalization",153,$5–$10,Yes,5,No,No
26,Male,Working Professional,35005,Single,No,1–2,Business,1 night,Business,Yes,Very Important,Never,No,"Cleanliness, Staff Friendliness","Smart Lighting, Mood Music, AI Concierge","Other, Noisy rooms",72,$10–$20,Yes,10,Yes,Yes
19,Male,Other,35941,Married,No,3–5,Airbnb,4–6 nights,Other,Yes,Not Important,Sometimes,Yes,"Ambience, Staff Friendliness","AI Concierge, Smart Mirror, Mood Music","Noisy rooms, Long check-in times",57,$5–$10,Yes,10,No,Yes
30,Male,Working Professional,17535,Single,Yes,More than 10,Luxury,1 night,Transit,Yes,Very Important,Sometimes,Yes,"Ambience, Staff Friendliness","Smart Mirror, Mood Music, AI Concierge","Long check-in times, Poor Wi-Fi, Noisy rooms",63,$5–$10,Yes,8,Yes,Yes
43,Female,Retired,2135,Single,No,3–5,Luxury,4–6 nights,Event,Yes,Very Important,Sometimes,No,Ambience,"Smart Mirror, Smart Lighting, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi",91,$10–$20,Yes,4,Yes,Yes
37,Male,Working Professional,1290,Married,No,3–5,Budget,1 night,Event,Yes,Not Important,Never,Yes,"Privacy, Food Quality","Smart Mirror, Mood Music, Personalized Room Temperature","Lack of personalization, Poor Wi-Fi",108,$5–$10,Yes,10,Yes,Yes
22,Male,Working Professional,22019,Married,No,6–10,Airbnb,2–3 nights,Event,Yes,Not Important,Sometimes,Yes,"Technology, Food Quality, Ambience","Smart Lighting, Personalized Room Temperature","Poor Wi-Fi, Other, Long check-in times",167,< $5,Yes,4,No,Yes
36,Male,Working Professional,3534,Single,Yes,3–5,Airbnb,2–3 nights,Transit,Yes,Not Important,Sometimes,Yes,Staff Friendliness,"Smart Mirror, Personalized Room Temperature, Mood Music","Poor Wi-Fi, Lack of personalization, Other",78,$10–$20,Yes,8,Yes,Yes
38,Male,Working Professional,37342,Married,No,1–2,Boutique,2–3 nights,Event,No,Somewhat Important,Never,Yes,"Technology, Privacy, Ambience","Mood Music, AI Concierge","Lack of personalization, Other, Long check-in times",88,$5–$10,Yes,4,Yes,Yes
26,Male,Entrepreneur,85136,Married,No,3–5,Boutique,2–3 nights,Transit,Yes,Very Important,Never,No,Ambience,"Personalized Room Temperature, AI Concierge",Noisy rooms,224,$20+,Yes,7,Yes,Yes
36,Male,Working Professional,85794,Married,Yes,1–2,Budget,2–3 nights,Event,No,Very Important,Sometimes,Yes,"Ambience, Technology",Personalized Room Temperature,Lack of personalization,122,< $5,Yes,9,Yes,Yes
